# depth maps
# file: 'rgbd_dataset_freiburg3_long_office_household_validation.bag'
# timestamp filename
1341848149.066840 depth/1341848149.066840.png
1341848149.102708 depth/1341848149.102708.png
1341848149.135003 depth/1341848149.135003.png
1341848149.170801 depth/1341848149.170801.png
1341848149.203557 depth/1341848149.203557.png
1341848149.235737 depth/1341848149.235737.png
1341848149.270752 depth/1341848149.270752.png
1341848149.277886 depth/1341848149.277886.png
1341848149.341893 depth/1341848149.341893.png
1341848149.402922 depth/1341848149.402922.png
1341848149.470949 depth/1341848149.470949.png
1341848149.502945 depth/1341848149.502945.png
1341848149.538873 depth/1341848149.538873.png
1341848149.570945 depth/1341848149.570945.png
1341848149.602796 depth/1341848149.602796.png
1341848149.638877 depth/1341848149.638877.png
1341848149.672090 depth/1341848149.672090.png
1341848149.707633 depth/1341848149.707633.png
1341848149.738788 depth/1341848149.738788.png
1341848149.770783 depth/1341848149.770783.png
1341848149.806975 depth/1341848149.806975.png
1341848149.838805 depth/1341848149.838805.png
1341848149.870896 depth/1341848149.870896.png
1341848149.907655 depth/1341848149.907655.png
1341848149.938861 depth/1341848149.938861.png
1341848149.974893 depth/1341848149.974893.png
1341848150.006858 depth/1341848150.006858.png
1341848150.039030 depth/1341848150.039030.png
1341848150.074813 depth/1341848150.074813.png
1341848150.106911 depth/1341848150.106911.png
1341848150.142728 depth/1341848150.142728.png
1341848150.174876 depth/1341848150.174876.png
1341848150.207035 depth/1341848150.207035.png
1341848150.242803 depth/1341848150.242803.png
1341848150.274891 depth/1341848150.274891.png
1341848150.306931 depth/1341848150.306931.png
1341848150.342870 depth/1341848150.342870.png
1341848150.374802 depth/1341848150.374802.png
1341848150.410853 depth/1341848150.410853.png
1341848150.442788 depth/1341848150.442788.png
1341848150.475667 depth/1341848150.475667.png
1341848150.510977 depth/1341848150.510977.png
1341848150.543195 depth/1341848150.543195.png
1341848150.574871 depth/1341848150.574871.png
1341848150.610709 depth/1341848150.610709.png
1341848150.642816 depth/1341848150.642816.png
1341848150.678884 depth/1341848150.678884.png
1341848150.710772 depth/1341848150.710772.png
1341848150.742744 depth/1341848150.742744.png
1341848150.778847 depth/1341848150.778847.png
1341848150.810850 depth/1341848150.810850.png
1341848150.842855 depth/1341848150.842855.png
1341848150.878829 depth/1341848150.878829.png
1341848150.910828 depth/1341848150.910828.png
1341848150.947431 depth/1341848150.947431.png
1341848150.978774 depth/1341848150.978774.png
1341848151.010871 depth/1341848151.010871.png
1341848151.046710 depth/1341848151.046710.png
1341848151.078859 depth/1341848151.078859.png
1341848151.110931 depth/1341848151.110931.png
1341848151.146771 depth/1341848151.146771.png
1341848151.178912 depth/1341848151.178912.png
1341848151.214785 depth/1341848151.214785.png
1341848151.246894 depth/1341848151.246894.png
1341848151.278881 depth/1341848151.278881.png
1341848151.314846 depth/1341848151.314846.png
1341848151.346801 depth/1341848151.346801.png
1341848151.382817 depth/1341848151.382817.png
1341848151.414842 depth/1341848151.414842.png
1341848151.447173 depth/1341848151.447173.png
1341848151.482789 depth/1341848151.482789.png
1341848151.514700 depth/1341848151.514700.png
1341848151.546801 depth/1341848151.546801.png
1341848151.582718 depth/1341848151.582718.png
1341848151.615537 depth/1341848151.615537.png
1341848151.650777 depth/1341848151.650777.png
1341848151.682738 depth/1341848151.682738.png
1341848151.714815 depth/1341848151.714815.png
1341848151.750878 depth/1341848151.750878.png
1341848151.753974 depth/1341848151.753974.png
1341848151.789864 depth/1341848151.789864.png
1341848151.823065 depth/1341848151.823065.png
1341848151.857782 depth/1341848151.857782.png
1341848151.889866 depth/1341848151.889866.png
1341848151.921988 depth/1341848151.921988.png
1341848151.958136 depth/1341848151.958136.png
1341848151.990401 depth/1341848151.990401.png
1341848152.021749 depth/1341848152.021749.png
1341848152.057868 depth/1341848152.057868.png
1341848152.089810 depth/1341848152.089810.png
1341848152.121876 depth/1341848152.121876.png
1341848152.157856 depth/1341848152.157856.png
1341848152.189945 depth/1341848152.189945.png
1341848152.221742 depth/1341848152.221742.png
1341848152.257957 depth/1341848152.257957.png
1341848152.290412 depth/1341848152.290412.png
1341848152.325788 depth/1341848152.325788.png
1341848152.357787 depth/1341848152.357787.png
1341848152.390206 depth/1341848152.390206.png
1341848152.425907 depth/1341848152.425907.png
1341848152.458694 depth/1341848152.458694.png
1341848152.489851 depth/1341848152.489851.png
1341848152.525835 depth/1341848152.525835.png
1341848152.558427 depth/1341848152.558427.png
1341848152.593922 depth/1341848152.593922.png
1341848152.625780 depth/1341848152.625780.png
1341848152.661853 depth/1341848152.661853.png
1341848152.694003 depth/1341848152.694003.png
1341848152.725782 depth/1341848152.725782.png
1341848152.793981 depth/1341848152.793981.png
1341848152.854970 depth/1341848152.854970.png
1341848152.891108 depth/1341848152.891108.png
1341848152.922763 depth/1341848152.922763.png
1341848152.954892 depth/1341848152.954892.png
1341848152.990844 depth/1341848152.990844.png
1341848153.022905 depth/1341848153.022905.png
1341848153.054952 depth/1341848153.054952.png
1341848153.090775 depth/1341848153.090775.png
1341848153.122862 depth/1341848153.122862.png
1341848153.158776 depth/1341848153.158776.png
1341848153.190769 depth/1341848153.190769.png
1341848153.258913 depth/1341848153.258913.png
1341848153.290745 depth/1341848153.290745.png
1341848153.322792 depth/1341848153.322792.png
1341848153.358905 depth/1341848153.358905.png
1341848153.390915 depth/1341848153.390915.png
1341848153.426898 depth/1341848153.426898.png
1341848153.459012 depth/1341848153.459012.png
1341848153.490830 depth/1341848153.490830.png
1341848153.526832 depth/1341848153.526832.png
1341848153.558712 depth/1341848153.558712.png
1341848153.594854 depth/1341848153.594854.png
1341848153.626801 depth/1341848153.626801.png
1341848153.658847 depth/1341848153.658847.png
1341848153.694948 depth/1341848153.694948.png
1341848153.727499 depth/1341848153.727499.png
1341848153.794891 depth/1341848153.794891.png
1341848153.826762 depth/1341848153.826762.png
1341848153.862925 depth/1341848153.862925.png
1341848153.895338 depth/1341848153.895338.png
1341848153.963206 depth/1341848153.963206.png
1341848153.995958 depth/1341848153.995958.png
1341848154.026848 depth/1341848154.026848.png
1341848154.035032 depth/1341848154.035032.png
1341848154.065953 depth/1341848154.065953.png
1341848154.102475 depth/1341848154.102475.png
1341848154.133754 depth/1341848154.133754.png
1341848154.170576 depth/1341848154.170576.png
1341848154.201859 depth/1341848154.201859.png
1341848154.233748 depth/1341848154.233748.png
1341848154.270408 depth/1341848154.270408.png
1341848154.301852 depth/1341848154.301852.png
1341848154.333875 depth/1341848154.333875.png
1341848154.369840 depth/1341848154.369840.png
1341848154.463187 depth/1341848154.463187.png
1341848154.498917 depth/1341848154.498917.png
1341848154.531174 depth/1341848154.531174.png
1341848154.567147 depth/1341848154.567147.png
1341848154.598733 depth/1341848154.598733.png
1341848154.630755 depth/1341848154.630755.png
1341848154.666945 depth/1341848154.666945.png
1341848154.699352 depth/1341848154.699352.png
1341848154.730867 depth/1341848154.730867.png
1341848154.766751 depth/1341848154.766751.png
1341848154.798927 depth/1341848154.798927.png
1341848154.834782 depth/1341848154.834782.png
1341848154.866773 depth/1341848154.866773.png
1341848154.898838 depth/1341848154.898838.png
1341848154.934790 depth/1341848154.934790.png
1341848154.966991 depth/1341848154.966991.png
1341848154.999526 depth/1341848154.999526.png
1341848155.035254 depth/1341848155.035254.png
1341848155.067708 depth/1341848155.067708.png
1341848155.102768 depth/1341848155.102768.png
1341848155.135647 depth/1341848155.135647.png
1341848155.166837 depth/1341848155.166837.png
1341848155.202922 depth/1341848155.202922.png
1341848155.266927 depth/1341848155.266927.png
1341848155.302920 depth/1341848155.302920.png
1341848155.334878 depth/1341848155.334878.png
1341848155.370838 depth/1341848155.370838.png
1341848155.402823 depth/1341848155.402823.png
1341848155.435010 depth/1341848155.435010.png
1341848155.470834 depth/1341848155.470834.png
1341848155.503122 depth/1341848155.503122.png
1341848155.534816 depth/1341848155.534816.png
1341848155.570898 depth/1341848155.570898.png
1341848155.602917 depth/1341848155.602917.png
1341848155.638847 depth/1341848155.638847.png
1341848155.671301 depth/1341848155.671301.png
1341848155.702890 depth/1341848155.702890.png
1341848155.738930 depth/1341848155.738930.png
1341848155.771649 depth/1341848155.771649.png
1341848155.806726 depth/1341848155.806726.png
1341848155.839042 depth/1341848155.839042.png
1341848155.870798 depth/1341848155.870798.png
1341848155.906886 depth/1341848155.906886.png
1341848155.938913 depth/1341848155.938913.png
1341848155.970779 depth/1341848155.970779.png
1341848156.006772 depth/1341848156.006772.png
1341848156.038997 depth/1341848156.038997.png
1341848156.074751 depth/1341848156.074751.png
1341848156.106814 depth/1341848156.106814.png
1341848156.138861 depth/1341848156.138861.png
1341848156.174950 depth/1341848156.174950.png
1341848156.207303 depth/1341848156.207303.png
1341848156.238767 depth/1341848156.238767.png
1341848156.274884 depth/1341848156.274884.png
1341848156.342830 depth/1341848156.342830.png
1341848156.374747 depth/1341848156.374747.png
1341848156.406853 depth/1341848156.406853.png
1341848156.442720 depth/1341848156.442720.png
1341848156.474877 depth/1341848156.474877.png
1341848156.507603 depth/1341848156.507603.png
1341848156.542928 depth/1341848156.542928.png
1341848156.574895 depth/1341848156.574895.png
1341848156.610872 depth/1341848156.610872.png
1341848156.643476 depth/1341848156.643476.png
1341848156.674772 depth/1341848156.674772.png
1341848156.710807 depth/1341848156.710807.png
1341848156.742973 depth/1341848156.742973.png
1341848156.778748 depth/1341848156.778748.png
1341848156.810846 depth/1341848156.810846.png
1341848156.843233 depth/1341848156.843233.png
1341848156.878759 depth/1341848156.878759.png
1341848156.910782 depth/1341848156.910782.png
1341848156.942809 depth/1341848156.942809.png
1341848156.978840 depth/1341848156.978840.png
1341848157.010841 depth/1341848157.010841.png
1341848157.046868 depth/1341848157.046868.png
1341848157.078902 depth/1341848157.078902.png
1341848157.110855 depth/1341848157.110855.png
1341848157.146965 depth/1341848157.146965.png
1341848157.178786 depth/1341848157.178786.png
1341848157.210882 depth/1341848157.210882.png
1341848157.246930 depth/1341848157.246930.png
1341848157.278918 depth/1341848157.278918.png
1341848157.314823 depth/1341848157.314823.png
1341848157.346931 depth/1341848157.346931.png
1341848157.378859 depth/1341848157.378859.png
1341848157.414781 depth/1341848157.414781.png
1341848157.446955 depth/1341848157.446955.png
1341848157.479185 depth/1341848157.479185.png
1341848157.515353 depth/1341848157.515353.png
1341848157.546828 depth/1341848157.546828.png
1341848157.582936 depth/1341848157.582936.png
1341848157.614757 depth/1341848157.614757.png
1341848157.647000 depth/1341848157.647000.png
1341848157.682801 depth/1341848157.682801.png
1341848157.714987 depth/1341848157.714987.png
1341848157.750747 depth/1341848157.750747.png
1341848157.782770 depth/1341848157.782770.png
1341848157.815970 depth/1341848157.815970.png
1341848157.850692 depth/1341848157.850692.png
1341848157.882775 depth/1341848157.882775.png
1341848157.914790 depth/1341848157.914790.png
1341848157.950744 depth/1341848157.950744.png
1341848157.982740 depth/1341848157.982740.png
1341848158.018749 depth/1341848158.018749.png
1341848158.083110 depth/1341848158.083110.png
1341848158.118870 depth/1341848158.118870.png
1341848158.182933 depth/1341848158.182933.png
1341848158.218813 depth/1341848158.218813.png
1341848158.250758 depth/1341848158.250758.png
1341848158.286827 depth/1341848158.286827.png
1341848158.318748 depth/1341848158.318748.png
1341848158.350732 depth/1341848158.350732.png
1341848158.387995 depth/1341848158.387995.png
1341848158.419496 depth/1341848158.419496.png
1341848158.450873 depth/1341848158.450873.png
1341848158.486853 depth/1341848158.486853.png
1341848158.518876 depth/1341848158.518876.png
1341848158.554705 depth/1341848158.554705.png
1341848158.586810 depth/1341848158.586810.png
1341848158.618891 depth/1341848158.618891.png
1341848158.654995 depth/1341848158.654995.png
1341848158.686836 depth/1341848158.686836.png
1341848158.718800 depth/1341848158.718800.png
1341848158.755282 depth/1341848158.755282.png
1341848158.786940 depth/1341848158.786940.png
1341848158.822827 depth/1341848158.822827.png
1341848158.855000 depth/1341848158.855000.png
1341848158.887512 depth/1341848158.887512.png
1341848158.922792 depth/1341848158.922792.png
1341848158.954851 depth/1341848158.954851.png
1341848158.990875 depth/1341848158.990875.png
1341848159.022785 depth/1341848159.022785.png
1341848159.055313 depth/1341848159.055313.png
1341848159.090857 depth/1341848159.090857.png
1341848159.122772 depth/1341848159.122772.png
